"electorate","constituency_code","candidate_code","ballot_position","candidate_name_eng","candidate_name_dari","candidate_name_pashto","candidate_gender","party_name_dari","party_eng_transliterated","party_eng_translated","registered_party_number","preliminary_winner","final_winner","past_winners","prelim_winner_2010","final_winner_2010","past_winners_matched_to_2010_codes","final_winner_2005","past_winners_matched_to_2005_codes"
"General","G-17","17-1553-23",51,"Abdul Rauf Enaami","عبدالروف      انعامی","عبدالروف      انعامی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES","Yes","Yes","No",11647791,NA,NA
"General","G-17","17-1585-6",52,"Abdul Shokor Waqef Hakimi","عبدالشکور واقف حکیمی","عبدالشکور واقف حکیمی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-17","17-1141-35",53,"Mohammad Sediq Karim","محمدصدیق  کریم","محمدصدیق  کریم","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-17","17-1002-45",54,"Iran Gull Saihon","ایران گل سیحون","ایران گل سیحون","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-17","17-1249-41",55,"Tamkin Sharifi","تمکین شریفی","تمکین شریفی","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-17","17-1561-51",56,"Azimullah Azimi","عظیم الله عظیمی","عظیم الله عظیمی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-17","17-1033-20",57,"Sakhidad Haidari","سخیداد  حیدری","سخیداد  حیدری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-17","17-1009-4",58,"Haji Abdul Qadir","حاجی عبدالقدیر","حاجی عبدالقدیر","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-17","17-1202-69",59,"Mohammad Zaker","محمدذاکر","محمدذاکر","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-17","17-1117-49",60,"Farid Ahmad Rahimi","فرید احمد  رحیمی","فرید احمد  رحیمی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-17","17-1521-7",61,"Haji Mohammad Yaqoob Esmati","حاجی محمدیعقوب  عصمتی","حاجی محمدیعقوب  عصمتی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-17","17-1338-59",62,"Mohammad Nabi Qate","محمدنبی قاطع","محمدنبی قاطع","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-17","17-1093-32",63,"Mufti Hafiz Rahman Naqi"," مفتی حفیظ الرحمن  نقی"," مفتی حفیظ الرحمن  نقی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-17","17-1094-39",64,"Dr Nahid Dawar","داکتر ناهیده  داور","داکتر ناهیده  داور","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-17","17-1134-67",65,"Khalid Walizada","خالد ولی زاده","خالد ولی زاده","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-17","17-1665-77",66,"Alhaj Sayed Basir Ahmadi","الحاج سید البصیر احمدی ","الحاج سید البصیر احمدی ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-17","17-1234-61",67,"Noorulhaq Aref","نورالحق عارف","نورالحق عارف","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-17","17-1537-10",68,"Nilofar Ibrahimi","نیلوفر  ابراهیمی","نیلوفر  ابراهیمی","F","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES","Yes","Yes","Yes",1840837,NA,NA
"General","G-17","17-1169-15",69,"Fazel Azim Zalmai Mujadedi","فضل عظیم زلمی   مجددی","فضل عظیم زلمی   مجددی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES","Yes","Yes","Yes",2233825,"Yes","14-02-0036"
"General","G-17","17-1325-1",70,"Ustori Yazdan Parast","استوری یزدان پرست","استوری یزدان پرست","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-17","17-1170-18",71,"Lal Mohammad Badakhsh","لعل محمد  بدخش","لعل محمد  بدخش","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-17","17-1233-47",72,"Abdul Wali Neyazi","عبدالولی  نیازی","عبدالولی  نیازی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES","Yes","No","Yes",2474774,NA,NA
"General","G-17","17-1005-58",73,"Mohammad Sardar Sarwari","محمدسردار سروری","محمدسردار سروری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-17","17-1261-62",74,"Kubra Dehqan","کبرا دهقان ","کبرا دهقان ","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-17","17-1401-81",75,"Mawlawi Abdul Tawab Qazaizadah","مولوی عبدالتواب قاضی زاده","مولوی عبدالتواب قاضی زاده","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-17","17-1225-70",76,"Qazi Emaduddin Emad","قاضی عمادالدین عماد","قاضی عمادالدین عماد","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1141-4",1,"Abdullah Bek","عبدالله  بیک","عبدالله  بیک","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-18","18-1006-32",2,"Mawlawi Ahmadullah Ahmadi","مولوی احمدالله احمدی","مولوی احمدالله احمدی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1045-90",3,"Shahnaz Mariam Mahtab","شهناز مریم  مهتاب","شهناز مریم  مهتاب","F","حزب جنبش ملی اسلامی افغانستان","Hezb-e Junbish-e Milli Islami Afghanistan","Nationalist Movement Party of Afghanistan","24","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1050-257",4,"Rayes Abdul Baqi Malekzadah","ریس عبدالباقی ملک زاده","ریس عبدالباقی ملک زاده","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES","Yes","Yes","Yes",2031376,"Yes","15-84-0031"
"General","G-18","18-1274-18",5,"Ghullam Sarwar Saadat","غلام سرور سعادت","غلام سرور سعادت","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-18","18-1074-86",6,"Fatema Masood","فاطمه مسعود","فاطمه مسعود","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1242-48",7,"Dr Habibullah Rustaqi","داکتر حبیب الله رستاقی","داکتر حبیب الله رستاقی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1378-114",8,"Mohammad Bahram Oyghaaq","محمدبهرام اویغاق","محمدبهرام اویغاق","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1034-25",9,"Alhaj Faizullah Bek","الحاج فیض الله بیک","الحاج فیض الله بیک","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1193-153",10,"Rejauddin Amini","رجاالدین امینی","رجاالدین امینی","M","حزب جمعیت اسالمی افغانستان","Hezb-e Jamiat-e Islami Afghanistan","Jamiat-e Islami Party of Afghanistan","38","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1322-52",11,"Salahuddin Sediqi","صلاح الدین صدیقی","صلاح الدین صدیقی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1269-10",12,"Dr Hamiduddin Yoldash","داکترحمیدالدین یولداش","داکترحمیدالدین یولداش","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-18","18-1477-154",13,"Bibi Salima Emami Uzbik","بی بی سلیمه امامی اوزبیک","بی بی سلیمه امامی اوزبیک","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1130-132",14,"Amina Faizzad","امینه فیض زاد","امینه فیض زاد","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1094-24",15,"Mohammad Aalem Saae","محمدعالم  ساعی","محمدعالم  ساعی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-18","18-1533-108",16,"Sayed Ekramuddin Masoomi","سیداکرام الدین معصومی","سیداکرام الدین معصومی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO","Yes","Yes","Yes",1959001,NA,NA
"General","G-18","18-1158-151",17,"Simin Hussaini","سیمین حسینی","سیمین حسینی","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1613-116",18,"Khatera Azimi","خاطره عظیمی","خاطره عظیمی","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1126-69",19,"Gen Najibullah Najib","جنرال نجیب الله نجیب","جنرال نجیب الله نجیب","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1009-79",20,"Nazifa Yousufi Bek","نظیفه یوسفی بیک","نظیفه یوسفی بیک","F","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-18","18-1149-68",21,"Ustad Fazel Ahmad Borget","استادفضل احمد بورگیت","استادفضل احمد بورگیت","M","حزب جنبش ملی اسلامی افغانستان","Hezb-e Junbish-e Milli Islami Afghanistan","Nationalist Movement Party of Afghanistan","24","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1465-119",22,"Alhaj Mohammad Akmal Mones","الحاج محمداکمل مونس","الحاج محمداکمل مونس","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1349-77",23,"Bashir Ahmad Ziaye","بشیراحمد ضیایی","بشیراحمد ضیایی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1398-11",24,"Nasratullah Sediqi","نصرت الله صدیقی","نصرت الله صدیقی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1253-111",25,"Gull Agha Qarloq","گل آغا قرلق","گل آغا قرلق","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1229-75",26,"Hafizullah Habibi","حفیظ الله حبیبی","حفیظ الله حبیبی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1305-81",27,"Qari Mohammad Hashem Haikalzadah","قاری محمدهاشم هیکل زاده","قاری محمدهاشم هیکل زاده","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1609-31",28,"Qudratullah Zaki","قدرت الله ذکی","قدرت الله ذکی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO","Yes","Yes","Yes",102647737,NA,NA
"General","G-18","18-1241-63",29,"Eng Shafiqullah Omar","انجنیرشفیق الله عمر","انجنیرشفیق الله عمر","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1397-26",30,"Dr Noor Ahmad Khoshhal","داکترنوراحمدخوشخال","داکترنوراحمدخوشخال","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1201-49",31,"Eng Sayed Jawid Burhan","انجینر سید جاوید برهان","انجینر سید جاوید برهان","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1321-149",32,"Mawlawi Sayed Nematullah Mazhari","مولوی سیدنعمت الله مظهری","مولوی سیدنعمت الله مظهری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1238-135",33,"Khairullah Khairkhwa","خیرالله خیرخواه","خیرالله خیرخواه","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1082-166",34,"Mohammad Nader Noori","محمدنادر نوری","محمدنادر نوری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1298-72",35,"Mulla Abdullah Sharafat","ملاعبدالله شرافت","ملاعبدالله شرافت","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1418-92",36,"Aminullah Takhari","امین الله تخاری","امین الله تخاری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1289-76",37,"Mir Alam Khalid","میرعلم خالد","میرعلم خالد","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1290-141",38,"Alhaj Mohammad Iqbal Abadyar","الحاج محمداقبال ابدیار","الحاج محمداقبال ابدیار","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1029-17",39,"Sayed Jalil Sayedzada","سیدجلیل سیدزاده","سیدجلیل سیدزاده","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1329-93",40,"Shekeb Sarwari","شکیب سروری","شکیب سروری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1021-85",41,"Eng Mohammad Sardar Azizi","انجنیرمحمدسردار عزیزی","انجنیرمحمدسردار عزیزی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1234-41",42,"Abdul Hanan Agha Gull Qataghani","عبدالحنان آغاگل قطغنی","عبدالحنان آغاگل قطغنی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1178-102",43,"Abdul Wahed Faqirzada","عبدالواحد فقیرزاده","عبدالواحد فقیرزاده","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO","Yes","Yes","Yes",524005,NA,NA
"General","G-18","18-1601-105",44,"Eng Raaz Mohammad Faiz","انجنیررازمحمد فیض","انجنیررازمحمد فیض","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1469-27",45,"Abdul Khaleq Aqsai","عبدالخالق  آقسای","عبدالخالق  آقسای","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1429-13",46,"Eng Amir Mohammad Khaksar","انجنیرامیرمحمد خاکسار","انجنیرامیرمحمد خاکسار","M","حزب جنبش ملی اسلامی افغانستان","Hezb-e Junbish-e Milli Islami Afghanistan","Nationalist Movement Party of Afghanistan","24","YES","YES",NA,NA,NA,NA,NA,NA
"General","G-18","18-1174-98",47,"Mohammad Namaaz Kochri","محمدنماز کوچری","محمدنماز کوچری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1585-1",48,"Abdul Rahim Barna Salehi","عبدالرحیم  برناصالحی","عبدالرحیم  برناصالحی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1010-97",49,"Dr Mohammad Rahman Hakimi","داکترمحمدرحمان حکیمی","داکترمحمدرحمان حکیمی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1185-71",50,"Razm Ara Hawash","رزم آرا حواش","رزم آرا حواش","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1653-95",51,"Sayed Abdul Hanan Habibzadah","سیدعبدالحنان حبیب زاد","سیدعبدالحنان حبیب زاد","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1225-3",52,"Dr Sayed Ashrafuddin Aini","داکترسیداشرف الدین عینی","داکترسیداشرف الدین عینی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-18","18-1529-129",53,"Abdul Khalil Bezhan Parsa","عبدالخلیل بیژن پارسا","عبدالخلیل بیژن پارسا","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1333-140",54,"Mahfoozullah Omid","محفوظ الله امید","محفوظ الله امید","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1541-258",55,"Abdul Khabir Kheradmand","عبدالخبیر خردمند","عبدالخبیر خردمند","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1221-112",56,"Taaj Mohammad Ghafoori","تاج محمد غفوری","تاج محمد غفوری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1022-103",57,"Eng Farid Nesar","انجنیرفریدون نثار","انجنیرفریدون نثار","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1629-110",58,"Bahramuddin Hassam","بهرام الدین حسام","بهرام الدین حسام","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1197-164",59,"Freshta Mirzadah","فرشته میرزاده","فرشته میرزاده","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1541-84",60,"Mohammad Bashir Tanha","محمد بشیر تنها","محمد بشیر تنها","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1338-87",61,"Habiba Danesh","حبیبه دانش","حبیبه دانش","F","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES","Yes","Yes","Yes",2958405,"Yes","15-84-0099"
"General","G-18","18-1194-66",62,"Eng Eidi Mohammad Hakimi","انجنیرعیدی محمد حکیمی","انجنیرعیدی محمد حکیمی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1326-80",63,"Nematullah Farhang","نعمت الله فرهنک","نعمت الله فرهنک","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1153-78",64,"Sultan Ahmad Tellaye","سلطان احمد طلای","سلطان احمد طلای","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1517-101",65,"Mawlawi Abdul Wahab Urfani","مولوی عبدالوهاب  عرفان","مولوی عبدالوهاب  عرفان","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1569-106",66,"Wahida Aziz","وحیده عز یز","وحیده عز یز","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1065-22",67,"Gull Merza Qasemi","گلمرزا  قاسمی","گلمرزا  قاسمی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1402-128",68,"Abdul Rahim Musleh","عبدالرحیم مصلح","عبدالرحیم مصلح","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1133-91",69,"Abdul Salam Ahmadi","عبدالسلام احمدی","عبدالسلام احمدی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1162-34",70,"Dr Manizgha Hamid Nawid","داکترمنیژه حمید نوید","داکترمنیژه حمید نوید","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1198-36",71,"Alhaj Khair Mohammad Temor","الحاج خیرمحمد تیمور","الحاج خیرمحمد تیمور","M","حزب جنبش ملی اسلامی افغانستان","Hezb-e Junbish-e Milli Islami Afghanistan","Nationalist Movement Party of Afghanistan","24","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1169-150",72,"Najibullah Khaleqyar","نجیب الله خالقیار","نجیب الله خالقیار","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-18","18-1689-96",73,"Gen Wali Mohammad Tawhid","جنرال ولی محمد توحید","جنرال ولی محمد توحید","M","حزب جمعیت اسالمی افغانستان","Hezb-e Jamiat-e Islami Afghanistan","Jamiat-e Islami Party of Afghanistan","38","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1545-55",1,"Sayed Mohammad Jawad Agha","سید محمد جواد آغا","سید محمد جواد آغا","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1273-8",2,"Mohammadullah Bataash","محمد الله بتاش","محمد الله بتاش","M","حزب جنبش ملی اسلامی افغانستان","Hezb-e Junbish-e Milli Islami Afghanistan","Nationalist Movement Party of Afghanistan","24","YES","YES",NA,NA,NA,NA,NA,NA
"General","G-19","19-1177-2",3,"Abdul Mohammad Mohammadi","عبد ل محمد  محمدی","عبد ل محمد  محمدی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1165-36",4,"Mohammad Dawood Akbari Arzbigi"," محمد داود  اکبری عرضبیگی"," محمد داود  اکبری عرضبیگی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1161-47",5,"Nilofar Jalali Kofi","نیلوفر جلالی کوفی ","نیلوفر جلالی کوفی ","F","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-19","19-1174-10",6,"Shekeba Hashemi (Kunduz)","شکیبا هاشمی","شکیبا هاشمی","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1241-82",7,"Mohammad Ibrahim Qarloq","محمد ابراهیم قرلق","محمد ابراهیم قرلق","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1010-14",8,"Hazrat jaan Rahmatzai","حضرت جان رحمتزی","حضرت جان رحمتزی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1049-94",9,"Abdullah Shahab","عبدالله شهاب","عبدالله شهاب","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1329-49",10,"Jawhar Shah Zakhelwal","جوهر شاه زاخیلوال ","جوهر شاه زاخیلوال ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1022-37",11,"Khan Shirin Jafari","خانشرین جعفری ","خانشرین جعفری ","M","حزب انسجام ملی افغانستان","Hezb-e Ensejam-e Milli Afghanistan","Afghan National Solidarity Party","16","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1077-84",12,"Ustad Zargull Aalemi","استاد زرگل عالمی","استاد زرگل عالمی","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1553-42",13,"Haji Mohammad Omar Khan","حاجی محمد عمر خان ","حاجی محمد عمر خان ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-19","19-1081-16",14,"Mohammad Ajmal Shahpor","محمد اجمل شاه پور","محمد اجمل شاه پور","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1613-60",15,"Obaidullah Nazari","عبیدالله نظری ","عبیدالله نظری ","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1250-79",16,"Shukria Sarbeland","شکریه سربلند ","شکریه سربلند ","F","حزب اسالمی افغانستان","Hezb-e Islami Afghanistan","Islamic Party of Afghanistan","26","NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1585-66",17,"Khadija Ghaznawi","خدیجه غزنوی ","خدیجه غزنوی ","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1517-53",18,"Rayesa Hussainkhel","ریسه حسین خیل ","ریسه حسین خیل ","F","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1157-44",19,"Abdul Ghafoor Hotak","عبدالغفور هوتک","عبدالغفور هوتک","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1249-29",20,"Assadullah Know to Noor Agha","اسد الله مشهور به نور آغا","اسد الله مشهور به نور آغا","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1185-43",21,"Eng Kamal Safi","انجنیر کمال صافی","انجنیر کمال صافی","M","مستقل / خپلواک","Mustaqil","Independent",NA,"YES","YES",NA,NA,NA,NA,NA,NA
"General","G-19","19-1229-60",22,"Mohammad Jumma Bawari","محمد جمعه باوری","محمد جمعه باوری","M","مستقل / خپلواک","Mustaqil","Independent",NA,"NO","NO",NA,NA,NA,NA,NA,NA
"General","G-19","19-1266-91",23,"Eng Wahidullah Hemat","انجینر وحیدالله همت ","انجینر وحیدالله همت ","M","حزب اسالمی افغانستان","Hezb-e Islami Afghanistan","Islamic Party of Afghanistan","26","NO","NO",NA,NA,NA,NA,NA,NA
