"province_code","candidate_name_eng","candidate_gender","incumbent","final_votes","prelim_votes","prelim_winner","final_winner"
"05","Hajji Muhammad  Omar Khan Hussain Khil Ahmadzai","Male","No",456,546,"No","No"
"05","Eng. Zafar Khan","Male","No",451,517,"No","No"
"05","Alhaj Sayed Qaribullah","Male","No",438,439,"No","No"
"05","Hoquqmal Qalam-u-Rahman Ahmadzai","Male","No",416,417,"No","No"
"05","Nafisa Bahar","Female","No",391,399,"No","No"
"05","Obaidullah Abdul Rahimzai","Male","No",354,392,"No","No"
"05"," Alhaj Eng. Zahra Ahmadzai","Female","No",353,454,"No","No"
"05","Dr. Rahila Nadir","Female","No",271,277,"No","No"
"05","Ghulam Yahya Lashkar","Male","No",260,883,"No","No"
"05","Ustad Abdul Razaq Azizi","Male","No",244,249,"No","No"
"05"," Anisa Safi Sadat","Female","No",218,245,"No","No"
"05"," Farzana Shansib Ahmadi","Female","No",218,423,"No","No"
"05"," Hajji Sultan Jan Khaksar","Male","No",185,1609,"No","No"
"05","Bakht ‐un‐ Nisa Ahmadzai","Female","No",117,139,"No","No"
"05","Alhaj Dr. Asadullah Hematyar","Male","Yes",85,87,"No","No"
"05","Alhaj Mustafa Badar","Male","No",78,96,"No","No"
"05"," Eng. Muhammad Hayat Ahmadzai","Male","No",37,37,"No","No"
"05","Muhammad Masood Popal","Male","No",14,14,"No","No"
"05","Eng. Hamisha Gul","Male","No",11,11,"No","No"
"05","Amin Gul","Male","No",6,6,"No","No"
"05","Sadaqat Haqman","Male","No",5,25,"No","No"
"05","Parween Sadat","Female","No",0,2,"No","No"
"06"," Ali Akbar Qasimi","Male","Yes",13855,14153,"Yes","Yes"
"06","Ustad Muhammad Ali Akhlaqi","Male","No",10078,9687,"Yes","Yes"
"06","Dr. Shah Jahan","Male","No",9209,9145,"Yes","Yes"
"06","Muhammad Ali Alizada","Male","No",8498,8497,"Yes","Yes"
"06","Dr. Abdul Qayoom Sajadi","Male","No",6898,6846,"Yes","Yes"
"06","Ustad Muhammad Arif Rahmani","Male","No",6864,6865,"Yes","Yes"
"06","Alhaj Khuda Dad Erfani","Male","No",6658,6657,"Yes","Yes"
"06","Huma Sultani","Female","No",6238,6200,"Yes","Yes"
"06","Eng. Nafisa Azimi","Female","No",6228,6240,"Yes","Yes"
"06"," Chaman Shah Etimadi","Male","No",5891,5874,"Yes","Yes"
"06"," Muhammad Alam Akhlaqi","Male","No",5377,5377,"No","No"
"06","Ali Yawar Hussain Zada","Male","No",4986,4989,"No","No"
"06"," Abdul Khaliq Azad","Male","No",4271,4270,"No","No"
"06","Hajji Abasi","Male","No",4197,4196,"No","No"
"06","Dr. Abdul Majeed Nasiri","Male","No",4033,4038,"No","No"
"06","Ustad Nawroz Ali Karemi","Male","No",3893,3893,"No","No"
"06","Shah Gull Rezayee","Female","Yes",3679,3678,"Yes","Yes"
"06"," Ustad Faiz Jaghori","Male","No",3657,3656,"No","No"
"06"," Ahmad Hussain Jaghori","Male","No",3532,3533,"No","No"
"06","Muhammad Dawoud Sultanzoy","Male","Yes",3311,2806,"No","No"
"06","Hassan Riza Yusufi","Male","No",3237,3237,"No","No"
"06","Eng. Abdul Hakeem Dalili","Male","No",3064,2834,"No","No"
"06","Muhammad Hashim Fasihi","Male","No",3013,3014,"No","No"
"06"," Khudadad Faqihi","Male","No",2987,2986,"No","No"
"06","Fatima Mushtaq Sayed","Female","No",2787,2787,"No","No"
"06"," Dr. Ali Jan Jamal","Male","No",2408,2524,"No","No"
"06","Amina Mujahid","Female","No",2400,2394,"No","No"
"06"," Abdul Malik Habibi","Male","No",2390,2390,"No","No"
"06"," Hajji Muhammad Jan Rezayee","Male","No",2380,2379,"No","No"
"06"," Faizullah Faizan","Male","No",2278,2267,"No","No"
"06"," Alhaj Maulana Abdul Rahman Hakemi","Male","No",2037,2037,"No","No"
"06","Fatima Noori","Female","No",2019,2019,"No","No"
"06"," Muhammad Arif Rezayee","Male","No",1730,1730,"No","No"
"06","Shukrullah Haidari","Male","No",1666,1666,"No","No"
"06","Hajji Niaz Muhammad Amiri","Male","Yes",1578,1463,"No","No"
"06"," Rahila Bibi Kubra Alamshahi","Female","Yes",1562,1561,"No","No"
"06","Mamor Abdul Jabar Shelgaray","Male","Yes",1559,1552,"No","No"
"06"," Hussain Ali Shefayee","Male","No",1308,1308,"No","No"
"06"," Sikandar Qeyam","Male","No",1298,1298,"No","No"
"06"," Ghulam Haidar Khan Ali Yar","Male","No",1265,1265,"No","No"
"06","Sayed Sardar Alimi","Male","No",1142,1159,"No","No"
"06"," Ustad Faiz Raiesi","Male","No",950,950,"No","No"
"06"," Anisa Amiri","Female","No",915,915,"No","No"
"06","Sayed Barat Ali Hakemi Musawi","Male","No",881,880,"No","No"
"06","Alhaj Kheyal Muhammad Hussaini","Male","Yes",839,791,"No","No"
"06","Shamayel Nikzad Amiri","Female","No",826,828,"No","No"
"06"," Husai Andar","Female","No",797,681,"No","No"
"06"," Muhammad Asif Amini","Male","No",722,722,"No","No"
"06","Ustad Dr. Karemi Sherdagh","Male","No",656,656,"No","No"
"06","Muhammad Sharif Habibi Hazara","Male","No",653,653,"No","No"
"06","Hajji Zahira Ahmad Yar Maulayee","Female","Yes",598,597,"No","No"
"06","Sayed Muhammad Hasam-u-din Gilani","Male","Yes",581,580,"No","No"
"06","Dr. Abdul Ahmad Zahidi Nai Qalah","Male","No",551,551,"No","No"
"06","Alhaj Allah Nazar Zeiayee","Male","No",520,113,"No","No"
"06"," Eng. Qutb-u-din Taraki","Male","No",509,276,"No","No"
"06"," Dr. Ghulam Sakhi Malik Zada Rubati","Male","No",467,273,"No","No"
"06","Abdul Jamil Faizi","Male","No",433,433,"No","No"
"06","Colonel Abdul Wali Toofan Taraki","Male","No",390,62,"No","No"
"06"," Abdul Hussain Rafiee","Male","No",299,299,"No","No"
"06","Kubra Sadat Ghaznawi","Female","No",278,278,"No","No"
"06"," Hajji Ghulam Naqeeb Jamuradwal","Male","No",274,261,"No","No"
"06"," Mir Ahmad","Male","No",263,262,"No","No"
"06"," Sharifullah Sharifi","Male","No",228,211,"No","No"
"06","Abdul Qadir Wahidi","Male","Yes",169,169,"No","No"
"06","Ahmad Mirwais Arya","Male","No",149,131,"No","No"
"06","Ajmal Sultani","Male","No",141,141,"No","No"
"06","Khalida Ghaznawi","Female","No",140,140,"No","No"
"06","Dr. Faraidoon Almas","Male","No",103,103,"No","No"
"06"," Aziz Agha","Male","No",64,64,"No","No"
"06"," Muhammad Nasim Qasimi","Male","No",63,65,"No","No"
"06","Hajji Abdul Halim Andar","Male","No",61,60,"No","No"
"06","Muhammad Ali Afzali","Male","No",53,53,"No","No"
"06","Alhaj Abdul Qadir Saadat Ghaznawi","Male","No",50,50,"No","No"
"06","Hajji Taj Muhammad Musa","Male","No",39,39,"No","No"
"06"," Amir Muhammad Daftani Amir Harakat","Male","No",36,36,"No","No"
"06","Alhaj Dr. Muhammad Ghani Bahaduri","Male","No",35,35,"No","No"
"06","Ustad Noori","Male","No",29,29,"No","No"
"06","Muder Shawali Hotak","Male","No",24,24,"No","No"
"06"," Alhaj Muhammad Esa Akhlaqi","Male","No",24,24,"No","No"
"06"," Hekmatullah","Male","No",22,19,"No","No"
"06","Muhammad Sharif Nazari","Male","No",17,17,"No","No"
"06","Ahmad Sanjar Azad Zoy","Male","No",6,6,"No","No"
"06","Alhaj Najeebullah Gulestani","Male","No",0,81,"No","No"
"07","Nadir Khan Katawazai","Male","No",10691,10369,"Yes","Yes"
"07"," Sayed Ishaq Gailani","Male","Yes",3975,4004,"No","Yes"
"07"," Hajji Abdul Qadeer","Male","No",3880,3876,"No","Yes"
"07","Muhammad Gul Zadran","Male","No",3155,2989,"No","No"
"07"," Gul Muhammad Guzai","Male","No",2976,3305,"No","No"
"07"," Khalid Faroqi","Male","Yes",2393,2506,"No","No"
"07","Najiya","Female","No",2308,2163,"Yes","Yes"
"07"," Zakem Khan","Male","No",2296,2290,"No","No"
"07","Abdul Ghafar Faizi Zadran","Male","No",2025,2025,"No","No"
"07","Alam Gul Kharoti","Male","No",1371,1452,"No","No"
"07","Suraya Akbari","Female","No",1318,1312,"No","No"
"07","Muhammad Nasir Khaliqyar","Male","No",1283,1206,"No","No"
"07"," Diploma Eng. Muman Akbari","Male","No",1164,1094,"No","No"
"07","Hajji Mullah Shah Muhammad","Male","No",1150,1241,"No","No"
"07","Dr. Khadijah","Female","No",965,966,"No","No"
"07","Nadir Khan Suliman Khil","Male","No",687,681,"No","No"
"07","Gull Muhammad Wazeri","Male","No",561,560,"No","No"
"07","Sakhi Jan","Male","No",514,477,"No","No"
"07","Mah Khuban","Female","No",425,511,"No","No"
"07"," Gul Andama Dena","Female","No",189,187,"No","No"
"07","Hajji Muhammad Rahim Katawazai","Male","No",0,4598,"Yes","No"
"07"," Mahmood Khan Suliman Khil","Male","No",0,7604,"Yes","No"
"08","Alhaj Gul Badsha Majeedi","Male","Yes",5917,6283,"Yes","Yes"
"08","Alhaj Nawab Mangal","Male","No",4654,4615,"Yes","Yes"
"08","Dr. Mujeeb‐ur‐ Rahman Samkanai","Male","No",4099,4099,"No","Yes"
"08","Muhammad Ibrahim Ghashtalay","Male","No",3925,3387,"No","Yes"
"08","Diploma Eng. Dilawar Tutakhil","Male","No",3908,4217,"Yes","No"
"08","Razia Sadat Mangal","Female","No",3610,3844,"Yes","Yes"
"08","Alhaj Muhammad Dawood Zazai","Male","Yes",3574,3572,"No","No"
"08","Eng. Shir Gul Paktiawal","Male","No",3378,5423,"Yes","No"
"08"," Abdullah Mujahid","Male","No",3133,2953,"No","No"
"08","Nazar Gul Pakteen Zazai","Male","No",2984,2933,"No","No"
"08"," Noor Ahmad Rishteenwal","Male","No",2934,3755,"No","No"
"08","Alhaj Badshah Khan Zadran","Male","No",2715,2825,"No","No"
"08","Janat Khan Mangal","Male","No",2424,2474,"No","No"
"08"," Kheyal Muhammad Ahmadzai","Male","No",2268,2662,"No","No"
"08"," Sayed Rahman Ahmadzai","Male","No",2160,2273,"No","No"
"08","Najeebullah Fitrat","Male","No",2055,2032,"No","No"
"08","Shareefa Zurmati","Female","Yes",2040,2302,"No","No"
"08","Neyaz Muhammad Ahmadzai","Male","No",1897,2087,"No","No"
"08","Hajji Sayed Wali Samkanai","Male","No",1784,1790,"No","No"
"08","Dr. Sakhi Jan Mangal","Male","No",1573,2152,"No","No"
"08","Sardar Khan Zadran","Male","No",1552,1738,"No","No"
"08","Dr. Abdul Rahman Achak","Male","No",1517,1606,"No","No"
"08","Dr. Bakhtar Amin Zai","Male","No",1417,1621,"No","No"
"08","Alhaj Dr. Muhammada Jan Mangal","Male","No",1138,1140,"No","No"
"08","Kipthan Ekhlas","Male","No",1108,1217,"No","No"
"08"," Hajji Wali Zazai","Male","No",886,814,"No","No"
"08","Colonel Hajji Malang","Male","No",876,876,"No","No"
"08","Alhaj Dr. Gul Muhammad Din Muhammadi","Male","No",860,885,"No","No"
"08"," Shah Wali Mangal","Male","No",850,838,"No","No"
"08","Deedar Gul Bostani","Male","No",829,829,"No","No"
"08","Omar Gul Muqbil","Male","No",728,733,"No","No"
"08","Dr. Moieen Gul","Male","No",728,718,"No","No"
"08","Rahmatullah Wahidyar","Male","No",664,593,"No","No"
"08","Ustad Muhammad Javid Joshan","Male","No",634,634,"No","No"
"08","Noor Muhammad Hikmat","Male","No",620,608,"No","No"
"08","Dr. Nazdana Paktiawal","Female","No",575,466,"No","No"
"08","Abdul Ghafoor Rawan","Male","No",543,543,"No","No"
"08","Hajji Khawani Ahmadzai","Male","No",517,521,"No","No"
"08","Eid Muhammad Rezayee Paktiawal","Male","No",512,513,"No","No"
"08","Baz Muhammad Majrumzai","Male","No",435,447,"No","No"
"08","Haleema Paktianai","Female","No",418,439,"No","No"
"08","Habibullah Mastaan","Male","No",410,446,"No","No"
"08"," Mirza Khan Mangal","Male","No",310,310,"No","No"
"08","Dina Gul Ghareebmal","Male","No",279,284,"No","No"
"08"," Sofi Habib Khan","Male","No",229,248,"No","No"
"08"," Mudir Muhammad Ullah Abid Mangal","Male","No",190,194,"No","No"
"08"," Hajji Amanullah Zurmati","Male","No",179,274,"No","No"
"08","Dost Muhammad Khan Zadran","Male","Yes",166,167,"No","No"
"08"," Dr. Zekeria Mutmaien","Male","No",154,155,"No","No"
"08","Military Expert  Colonel Muhammad Gul Miranay","Male","No",128,130,"No","No"
"08"," Alhaj Dr. Muhammad Sharif","Male","No",67,67,"No","No"
"08","Qazi Ghulam Nabi","Male","No",16,18,"No","No"
"08","Muhammad Zahir Paktiawal","Male","No",11,12,"No","No"
"08","Juma Noor","Male","No",9,9,"No","No"
"08","Zyarat Khan Ghafoorzai","Male","No",6,6,"No","No"
"08","Lieutenant General  Hai Gul Sulayman Khil","Male","No",0,148,"No","No"
"08","Abdul Wali Sehi","Male","No",0,3047,"No","No"
"08","Semen Akbari","Female","No",0,30,"No","No"
"09","Kamal Nasir Usoli","Male","No",4921,6568,"Yes","Yes"
"09","Homayoon","Male","No",2839,3523,"Yes","Yes"
"09","Alhaj Dr. Mirbat Khan Mangal","Male","No",2659,3070,"Yes","Yes"
"09","Leyaqatullah Babakarkhil","Male","Yes",2176,3225,"Yes","Yes"
"09","Sahira Sharif","Female","Yes",2110,2299,"Yes","Yes"
"09","Alhaj Mujeb-u- Rahman Salimzoy Zadran","Male","No",1745,1817,"No","No"
"09","Hajji Ajab Noor Mangal","Male","No",1260,2127,"No","No"
"09","Ghazi Nawaz","Male","No",1037,1052,"No","No"
"09"," Nadia Bawari","Female","No",916,987,"No","No"
"09"," Wakil Mangal","Male","No",868,964,"No","No"
"09","Omar","Male","No",772,833,"No","No"
"09","Amir Khan Sabarai","Male","Yes",753,941,"No","No"
"09","Azizullah Sarwari","Male","No",740,1471,"No","No"
"09"," Maulawi Sultan Mahmud Majrohi","Male","No",730,2656,"No","No"
"09"," Nawab Amirzai","Male","No",680,795,"No","No"
"09","Alhaj Dawoud Khan Shahedzoi","Male","No",671,736,"No","No"
"09"," Alhaj Eng. Badshah Subhan","Male","No",639,916,"No","No"
"09","Wali Khan Hela Mand","Male","No",630,1098,"No","No"
"09","Hayat Wazir","Male","No",595,1364,"No","No"
"09","Alhaj Gull Qasim Jahadyar","Male","No",593,523,"No","No"
"09","Fida Muhammad Dagarwal","Male","No",552,596,"No","No"
"09"," Zabit Amin Jan Mujahid","Male","No",523,772,"No","No"
"09","Rogull Zadran","Female","No",505,646,"No","No"
"09"," Raz Khan","Male","No",415,428,"No","No"
"09","Muhammad Ashraf Aryan","Male","No",403,472,"No","No"
"09","Yusuf Jan Fazli","Male","No",336,345,"No","No"
"09","Muhammad Yusuf Shah","Male","No",332,344,"No","No"
"09","Dr. Malalai Wali","Female","No",331,387,"No","No"
"09","Hajji Noor Wali Jan","Male","No",321,389,"No","No"
"09","Abdul Rashed Mangal","Male","No",320,340,"No","No"
"09"," Muhammad Zaman","Male","No",314,612,"No","No"
"09","Zabit Khan Khatak Zoy","Male","No",284,117,"No","No"
"09","Hajji Muhammad  Kareem Khan Qazi Zada","Male","No",253,325,"No","No"
"09","Hajji Rahmat Gull","Male","No",243,552,"No","No"
"09"," Ustad Abdullah","Male","No",225,332,"No","No"
"09","Hajji Muhammad Amin Wahidyar","Male","No",208,250,"No","No"
"09","Hajji Muhammad Sargand","Male","No",191,191,"No","No"
"09","Akhtar Jan Khpulwak Mangal","Male","No",186,214,"No","No"
"09","Hamid Gull Mangal","Male","No",139,184,"No","No"
"09"," Kareem Khil","Male","No",138,135,"No","No"
"09","Alhaj Maulawi Sardar Zadran","Male","No",128,161,"No","No"
"09","Neka Mir Khan","Male","No",108,247,"No","No"
"09"," Shir Khan","Male","No",99,124,"No","No"
"09","Alhaj Qad Alam Miakhil","Male","No",81,80,"No","No"
"09"," Dr. Muhammad Rahman","Male","No",74,76,"No","No"
"09"," Alhaj Zahidullah Zahid","Male","No",48,102,"No","No"
"09"," Hazrat Mir Reshtia","Male","No",41,141,"No","No"
"09","Shafa Gull Angar","Male","No",40,81,"No","No"
"09","Zarghuna","Female","No",38,40,"No","No"
"09"," Dr. Muhammad Arif","Male","No",23,155,"No","No"
"09"," Ghafar Muhammad","Male","No",18,20,"No","No"
"09","Akbar-u-din Taniwal","Male","No",13,281,"No","No"
"09","Hajji Khan Zaman Sabarai","Male","No",10,11,"No","No"
"09","Bahram Khan","Male","No",3,3,"No","No"
"09"," Zarim Jawed","Male","No",1,31,"No","No"
"09"," Maulawi Sayed Said","Male","No",0,12,"No","No"
"10"," Mirwais Yasini","Male","Yes",13624,13378,"Yes","Yes"
"10","Hajji Hazrat Ali","Male","Yes",13458,13405,"Yes","Yes"
"10","Hajji Abdul Zahir Qader","Male","No",10268,10026,"Yes","Yes"
"10","Hajji Amir Khan Yar","Male","No",10031,9871,"Yes","Yes"
"10","Farydoon Momand","Male","Yes",7554,7486,"Yes","Yes"
"10","Hajji Per Bakhsh Gardiwal","Male","Yes",7427,7149,"Yes","Yes"
"10","Eng. Abdul Ghafar","Male","No",6824,6713,"Yes","Yes"
"10","Dr. Asamatullah Shenwari","Male","No",6202,6202,"Yes","Yes"
"10","Eng. Sayed Akram","Male","No",5746,5666,"Yes","Yes"
"10","Amir Jan Dauwlatzai","Male","No",5175,4908,"Yes","Yes"
"10","Arian Yoon","Female","Yes",4920,4950,"Yes","Yes"
"10","Sayed Hashim Folad","Male","Yes",4741,4640,"No","No"
"10"," Ezatullah Halimi","Male","No",4472,4357,"No","No"
"10","Ashuqullah","Male","No",4333,4291,"No","No"
"10"," Sher Bahadur Hemat","Male","No",4053,3978,"No","No"
"10"," Diploma Eng. Abdul Qahar Haidari","Male","No",4015,3988,"No","No"
"10","Wajih-u-Rahman Shenwari","Male","No",4008,3885,"No","No"
"10"," Frishta Anwari","Female","No",3889,3791,"Yes","Yes"
"10","Abdul Rahman Shams","Male","No",3852,3767,"No","No"
"10","Samonwal Said  Mahmud Hashimi Pacha","Male","No",3769,3691,"No","No"
"10","Hajji Malik Nazer","Male","No",3438,3376,"No","No"
"10","Eng. Muhammad Aman Khairi","Male","No",3431,3429,"No","No"
"10"," Dr. Farooq Miranai","Male","Yes",3421,3387,"No","No"
"10","Dr. Habibullah Zakhilwal","Male","No",3125,3033,"No","No"
"10","Ustaz Awal Gull Abuzahid","Male","No",3113,2964,"No","No"
"10","Muhammad Zahir Malik Baba","Male","No",2984,2982,"No","No"
"10","Hajji Mullah Jan Shenwari","Male","No",2971,2971,"No","No"
"10"," Rahmanullah Dawlatzai","Male","No",2961,2826,"No","No"
"10"," Hajji Abdul Karim Khan Momand","Male","No",2934,2865,"No","No"
"10","Hajji Akhtar  Muhammad Shenwarai","Male","No",2921,2921,"No","No"
"10"," Sayed Fazal Maula Latun","Male","No",2861,2718,"No","No"
"10"," Dr. Amanullah Ayub","Male","No",2858,2816,"No","No"
"10"," Eng. Hamidullah Qalandarzai","Male","No",2858,2737,"No","No"
"10","Wakel Ihsanullah Ihsan","Male","No",2680,2674,"No","No"
"10","Dr. Abdul Wahab Zaher","Male","No",2642,2583,"No","No"
"10","Saima Khugiani","Female","Yes",2640,2419,"Yes","Yes"
"10"," Layluma Wali Hakimi","Female","No",2625,2579,"Yes","Yes"
"10","Eng. Amran Khan Jabarkhil","Male","No",2564,2563,"No","No"
"10"," Maulawi Abdul Aziz Khair Khuwah","Male","No",2542,2532,"No","No"
"10"," Zar Khan Saran","Male","No",2482,2453,"No","No"
"10"," Hajji Noor Agha Malikzai","Male","No",2474,2470,"No","No"
"10"," Sayed Hakim Shah","Male","No",2377,2375,"No","No"
"10"," Rahmat Gull Shenwari","Male","No",2357,2356,"No","No"
"10","Farhad Khan Kotwal","Male","No",2303,2293,"No","No"
"10"," Ustad Rohullah Lal Porwal","Male","No",2246,2242,"No","No"
"10","Mudir Afsar Gull","Male","No",2237,2222,"No","No"
"10","Ustad Ghafori","Male","No",2224,2174,"No","No"
"10","Alhaj Dr. Allah Dad Chahardewal","Male","No",2139,2103,"No","No"
"10"," Alhaj Ustad Laal Pacha Azmon","Male","No",2121,2054,"No","No"
"10","Dr. Mirwais Momand","Male","No",2078,2014,"No","No"
"10","Muhammad Farooq Nadem","Male","No",2058,2085,"No","No"
"10"," Emal Khan Momand","Male","No",1992,1870,"No","No"
"10"," Shekh Muqadas Bilal","Male","No",1987,1985,"No","No"
"10"," Hajji Aziz-u-Rahman Momand","Male","Yes",1965,1950,"No","No"
"10"," Abdul Jabar Sabit","Male","No",1901,1876,"No","No"
"10","Eng. Anar Gull Faqiri","Male","No",1834,1823,"No","No"
"10"," Qazi Mohammad Amin Waqad","Male","No",1790,1741,"No","No"
"10","Malik Asmatullah Shenwari","Male","No",1779,1774,"No","No"
"10"," Noorzia","Female","No",1753,1690,"No","No"
"10","Abdul Fatah Durani","Male","No",1715,1698,"No","No"
"10","Dr. Mahbubullah Shenwari","Male","No",1637,1605,"No","No"
"10","Hajji Muhammad Ajmal Omar","Male","No",1621,1603,"No","No"
"10"," Safia Seddiqi","Female","Yes",1573,1563,"No","No"
"10","Alhaj Fared Ahmad Sherzad","Male","No",1570,1558,"No","No"
"10","Hajji Dost Muhammad Jalalzai","Male","No",1540,1535,"No","No"
"10"," Ustad Muhammad Anwar Sultani","Male","No",1535,1518,"No","No"
"10"," Muhammad Dawoud Shenwari","Male","No",1508,1500,"No","No"
"10","Hajji Shafiullah Arab","Male","No",1441,1442,"No","No"
"10"," Jawed Omari","Male","No",1438,1333,"No","No"
"10"," Hajji Sahar Gull","Male","No",1417,1396,"No","No"
"10","Mudir Abdul Latif","Male","No",1401,1393,"No","No"
"10","Ustad Ahmad Gull Wasiq","Male","No",1377,1208,"No","No"
"10","Amanullah","Male","No",1370,1369,"No","No"
"10","Muhammad Tahir Zahir","Male","No",1337,1651,"No","No"
"10","Sayed Abdul Ghafar Pacha","Male","No",1331,1321,"No","No"
"10","Hajji Asmatullah Barikzai","Male","No",1326,1325,"No","No"
"10"," Said Abdul Razaq Pacha","Male","No",1314,1303,"No","No"
"10"," Gull Muhammad","Male","No",1265,1264,"No","No"
"10"," Sayed Ahmadullah Pacha","Male","No",1232,1223,"No","No"
"10","Ustad Sayed Mulla Khan Rahimzai","Male","No",1195,1192,"No","No"
"10"," Babrak Shenwari","Male","Yes",1194,1191,"No","No"
"10","Qazi Sayed Muhssan Banuri","Male","No",1112,1092,"No","No"
"10","Abdul Majeed","Male","Yes",1101,1079,"No","No"
"10"," Najebullah Nangial","Male","No",1022,1022,"No","No"
"10"," Kalantar Shenwarai","Male","No",968,968,"No","No"
"10"," Misri Khan","Male","No",961,961,"No","No"
"10","Dr. Abdullah Rawan Numialay","Male","No",905,905,"No","No"
"10","Eng. Zarwar Khan Mufakir","Male","No",903,999,"No","No"
"10"," Hajji Sana ‐ul‐ Haq","Male","No",878,863,"No","No"
"10","Dawoud Shah Khushhal","Male","No",869,819,"No","No"
"10","Alhaj Ustad Ali  Muhammad Abdeyani","Male","No",853,842,"No","No"
"10","Mia Khan Agha","Male","No",834,834,"No","No"
"10","Najeba Sapai","Female","No",794,791,"No","No"
"10"," Eng. Khalid Zaman","Male","No",755,747,"No","No"
"10","Sayed Hakem Pacha Muhammadi Pacah","Male","No",726,724,"No","No"
"10","Ustad Abdul Nasir Shafaq","Male","No",687,650,"No","No"
"10","Dr. Ramzia Muhammadi","Female","No",682,679,"No","No"
"10","Abdul Maalik Malikzai","Male","No",671,671,"No","No"
"10","Alhaj Pohand  Muhammad Zahir Amiri","Male","No",659,658,"No","No"
"10"," Gulalay Nasiri","Female","No",643,601,"No","No"
"10","Mir Hashim Momand","Male","No",631,620,"No","No"
"10","Hajji Mualim Wolayat Khan","Male","No",628,627,"No","No"
"10"," Rana Qadiri","Female","No",619,597,"No","No"
"10","Hasiba Sadat","Female","No",617,607,"No","No"
"10","Abida Malikzai","Female","No",605,604,"No","No"
"10","Nigar Shaliz","Female","No",551,537,"No","No"
"10","Hussain Jan","Male","No",547,547,"No","No"
"10"," Fauzia Hotak","Female","No",540,537,"No","No"
"10","Saranpoh Maulana Jalal-u-din Shenwari","Male","No",525,524,"No","No"
"10","Eng. Hashima Sharif","Female","No",503,492,"No","No"
"10","Abdullah Qari Baba","Male","No",484,483,"No","No"
"10","Tor Gull Ebrat","Male","No",478,478,"No","No"
"10","Pohanyar Shela Baburi","Female","No",461,455,"No","No"
"10"," Woloswal Said Agha Sherzad","Male","No",458,458,"No","No"
"10","Dagarwal Jan  Muhammad Khugyani","Male","No",443,435,"No","No"
"10"," Sharaf-u-din Shenwari","Male","No",442,442,"No","No"
"10","Hassan Khil Amar Khil","Male","No",441,433,"No","No"
"10","Safir Ahmad Danish","Male","No",431,418,"No","No"
"10","Alhaj Ustad Sayed Gulab Wadan","Male","No",406,405,"No","No"
"10","Dr. Zeba Habib Durani","Female","No",397,396,"No","No"
"10"," Hajji Anaam Shah Anaam Shenwari","Male","No",388,388,"No","No"
"10","Hajji Feda Mahmud Miakhel","Male","No",385,373,"No","No"
"10","Muhibullah Khushal","Male","No",384,381,"No","No"
"10","Eng. Muhammad Wali Waziri","Male","No",359,359,"No","No"
"10","Qazi Samiullah","Male","No",357,356,"No","No"
"10","Nadira Wali Sajid","Female","No",337,342,"No","No"
"10"," Dr. Khusha Quraishi","Male","No",321,330,"No","No"
"10","Maulawi Rahim Gull Tawhed Yaar","Male","No",320,320,"No","No"
"10","Atta Muhammad Nijat","Male","No",306,305,"No","No"
"10","Sediq Mansor Ansari","Male","No",282,280,"No","No"
"10","Ahmadullah Fayaz","Male","No",261,261,"No","No"
"10","Ihsanullah Munawr","Male","No",256,255,"No","No"
"10","Dr. Shah Bibi Saiedi","Female","No",243,243,"No","No"
"10"," Dr. Akhund Zada Nang Kamawi","Male","No",235,235,"No","No"
"10","Lutf-u-Rahman Khamosh","Male","No",234,233,"No","No"
"10"," Nabatai Safi","Female","No",230,228,"No","No"
"10","Sajida Hashimi","Female","No",224,221,"No","No"
"10","Dr. Sayed Rahem Arab","Male","No",221,221,"No","No"
"10","Saranwal Faqer Mohammad Rohani","Male","No",219,219,"No","No"
"10","Sayed Bilal Ahmad Fatimi","Male","No",204,204,"No","No"
"10","Sayed Ishaq","Male","No",202,197,"No","No"
"10","Alhaj Mamor  Mohammad Esa Omar","Male","No",192,192,"No","No"
"10","Muhammad Akbar","Male","No",169,169,"No","No"
"10","Muhammad Nasir Ahmadzai","Male","No",167,162,"No","No"
"10"," Simeen Ahmadzai","Female","No",155,151,"No","No"
"10","Dr. Mujeb-u-Rahman Luqmani","Male","No",150,149,"No","No"
"10","Barialay Gullyar","Male","No",140,138,"No","No"
"10"," Maiwand Shenwari","Male","No",110,110,"No","No"
"10","Sayed Jalal Ahmad Pacha","Male","No",104,99,"No","No"
"10"," Dr. Maliha Obaidi","Female","No",97,97,"No","No"
"10","Alhaj Rahem Jan Sherzad Fe Sabilullah","Male","No",86,85,"No","No"
"10","Suhaila Bahar","Female","No",86,86,"No","No"
"10","Muhammad Ishaq Atmar","Male","No",68,68,"No","No"
"10","Qazi Naseer Ahmad","Male","No",66,66,"No","No"
"10"," Khaibar","Male","No",41,42,"No","No"
"10"," Hajji Gull dad Khan Shenwari","Male","No",16,16,"No","No"
"10","Abdul Hadi Jalali","Male","No",15,15,"No","No"
"10","Eng. Said Muzafar-u-din Stor","Male","No",0,238,"No","No"
"10","Dr. Tajwar Khan Nasiri","Male","No",0,19,"No","No"
"10","Asadullah Hasar Shahiwal","Male","No",0,17,"No","No"
"11","Maulawi Shazada Shaid","Male","Yes",8359,8375,"Yes","Yes"
"11","Hajji Sakhi ","Male","No",6827,7788,"Yes","Yes"
"11","Hajji Salih Muhammad","Male","No",5853,6188,"Yes","Yes"
