"electorate","constituency_code","candidate_code","ballot_position","candidate_name_eng","candidate_name_dari","candidate_name_pashto","preliminary_winner","candidate_gender","party_name_dari","party_eng_transliterated","party_eng_translated","registered_party_number","past_winners","prelim_winner_2010","final_winner_2010","past_winners_matched_to_2010_codes","final_winner_2005","past_winners_matched_to_2005_codes"
"General","G-13","13-1081-1071",49,"Zarghona Hamid Totakhel","زرغونه حمید طوطاخیل","زرغونه حمید طوطاخیل","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1210-59",50,"Mohammad Dawood","محمد داود","محمد داود","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1581-62",51,"Dr Mohammad Osman Zurmati","ډاکټر محمد عثمان زرمتی","ډاکټر محمد عثمان زرمتی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1314-67",52,"Sayed Jamaluddin Asefkhel","سید جمال الدین آصف خېل ","سید جمال الدین آصف خېل ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1185-1",53,"Abdul Hanan Haqwayoun","عبدالحنان حقویون ","عبدالحنان حقویون ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1069-1096",54,"Haji Agha Gull Ahmadzai","حاجی اغا ګل احمدزی","حاجی اغا ګل احمدزی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1009-25",55,"Jumma Gull","جمعه ګل ","جمعه ګل ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1173-46",56,"Mohammad Ibrahim Ghushtelai","محمد ابراهیم غښتلی","محمد ابراهیم غښتلی","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","No","Yes",5169817,NA,NA
"General","G-13","13-1557-1100",57,"Dawood Paktyawal","داود پکتیاوال","داود پکتیاوال","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1173-19",58,"Sayed Wali Samkanai","سید ولی څمکنی","سید ولی څمکنی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1305-65",59,"Haji Mohammad Aref Amin","حاجی محمد عارف امین","حاجی محمد عارف امین","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1021-31",60,"Alhaj Hafizullah Mubarez","الحاج حفیظ الله مبارز","الحاج حفیظ الله مبارز","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1325-68",61,"Mohammad Nayem Ahmadzai","محمد نعیم احمدزی","محمد نعیم احمدزی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1249-17",62,"Dr Samiullah Ahmadzai","ډاکټر سمیع الله احمدزی","ډاکټر سمیع الله احمدزی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1561-1080",63,"Eng Shir Gull Paktyawal"," انجنیر شیرګل پکتیاوال"," انجنیر شیرګل پکتیاوال","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","No",5169813,NA,NA
"General","G-13","13-1094-1088",64,"Haji Khan Wazir Baaz Mangal","حاجی خان وزیر باز منګل","حاجی خان وزیر باز منګل","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1194-1097",65,"Alhaj Abdulllah Mujahid","الحاج عبدالله مجاهد ","الحاج عبدالله مجاهد ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1326-1068",66,"Jalat Jalal","جلات جلال","جلات جلال","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1453-1098",67,"Mohammad Yousuf Shor","محمد یوسف شور","محمد یوسف شور","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1202-1085",68,"Mohammad Harif Sulaiman Mangal","محمد حریف سلیمان منګل","محمد حریف سلیمان منګل","NO","M","حزب اسالمی افغانستان","Hezb-e Islami Afghanistan","Islamic Party of Afghanistan","26",NA,NA,NA,NA,NA,NA
"General","G-13","13-1285-1089",69,"Mohammad Amin Sharafat","محمد امین شرافت ","محمد امین شرافت ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1461-1069",70,"Faridullah Zazai","فرید الله ځاځی","فرید الله ځاځی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1177-1079",71,"Noor Ahmad Reshtya","نور احمد رشتیاوال","نور احمد رشتیاوال","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1437-44",72,"Haji Roshan Zadran","حاجی روشن ځدارن ","حاجی روشن ځدارن ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1250-7",73,"Abdul Karim Merzazadah","عبدالکریم مرزا زاده ","عبدالکریم مرزا زاده ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1577-1076",74,"Dr Shafiqullah Sahar","داکتر شفیق الله سحر ","داکتر شفیق الله سحر ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1297-15",75,"Eng Taaj Mohammad","انجینر تاج محمد ","انجینر تاج محمد ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1289-10",76,"Nasib Muqbel","نصیب مقبل","نصیب مقبل","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1233-1084",77,"Afzal Khan Zadaran","افضل خان ځدارن","افضل خان ځدارن","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-13","13-1169-1067",78,"Abdul Rauf Khan Zadran","عبدالروف خان ځدران ","عبدالروف خان ځدران ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1605-73",1,"Najiba Rahmani","نجيبه رحماني","نجيبه رحماني","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1537-67",2,"Majaan Naderzoi","مجان نادر زوی","مجان نادر زوی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1553-102",3,"Hayat Waziri Urfan","حيات وزير عرفان","حيات وزير عرفان","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1174-86",4,"Mirwais Khan Jalali","ميرويس خان جلالی","ميرويس خان جلالی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1009-24",5,"Kheyal Baaz Shirzai","خيال باز شيرزی","خيال باز شيرزی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1581-90",6,"Eng Nasratullah Nasrat","انجينر نصرالله نصرت","انجينر نصرالله نصرت","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1541-88",7,"Kamal Naser Usoli","کمال ناصر اصولي","کمال ناصر اصولي","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",13833760,NA,NA
"General","G-14","14-1093-37",8,"Dr Mirbat Khan Mangal","داکتر ميربت خان منګل","داکتر ميربت خان منګل","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",7023618,NA,NA
"General","G-14","14-1266-81",9,"Dr Asil Mirpantang","ډاکټر اصيل مير پتنګ","ډاکټر اصيل مير پتنګ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1346-106",10,"Eng Badshah Subhan Pacha","انجينر بادشاه سبحان پاچا","انجينر بادشاه سبحان پاچا","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1593-47",11,"Eng Helmand Helmand","انجينر هلمند هلمند","انجينر هلمند هلمند","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1001-92",12,"Dr Mohammad Musa Khaawarin","ډاکټر محمد موسی خاورين","ډاکټر محمد موسی خاورين","YES","M","حزب اسالمی افغانستان","Hezb-e Islami Afghanistan","Islamic Party of Afghanistan","26",NA,NA,NA,NA,NA,NA
"General","G-14","14-1441-51",13,"Mohammad Amir Bahir","محمد امير بهير","محمد امير بهير","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1334-77",14,"Qeyamuddin Sadi","قيام الدين سعدي","قيام الدين سعدي","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1141-42",15,"Ihsanullah Zadran","احسان الله ځدراڼ","احسان الله ځدراڼ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1314-74",16,"Ustad Abdullah Matonwal","استاد عبدالله متونوال","استاد عبدالله متونوال","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1637-2",17,"Ghafar Khan","غفار خان","غفار خان","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1274-8",18,"Arefullah Pashton","عارف الله پښتون","عارف الله پښتون","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1041-7",19,"Tawab Jaan Ghafoori","تواب جان غفوري","تواب جان غفوري","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1273-19",20,"Haji Muzafar Khan Babakarkhel","خاجي مظفرخان بابکرخيل","خاجي مظفرخان بابکرخيل","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1185-16",21,"Humyoun Humayoun","همايون همايون","همايون همايون","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",7023606,NA,NA
"General","G-14","14-1505-17",22,"Saahera Sharif","ساهره شريف","ساهره شريف","YES","F","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",7023611,"Yes","09-49-0005"
"General","G-14","14-1545-68",23,"Mohammad Ghafoor Mahidi","محمد غفور مهيدي","محمد غفور مهيدي","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1305-18",24,"Mohammad Qadim Afghan","محمد قديم افغان","محمد قديم افغان","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1094-36",25,"Mohammad Aref Gurboz","محمد عارف ګربز","محمد عارف ګربز","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1561-91",26,"Abdul Rahman Rahimi","عبدالرحمن رحيمې","عبدالرحمن رحيمې","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1142-70",27,"Alhaj Ajab Noor Mangal","الحاج عجب نور منګل","الحاج عجب نور منګل","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1133-71",28,"Akbar Jaan Akbari","اکبرجان اکبری","اکبرجان اکبری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1329-63",29,"Jawid Khan Naseh","جاويد خان ناصح","جاويد خان ناصح","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1161-99",30,"Dr Janat Khan","ډاکټر جنت خان","ډاکټر جنت خان","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1565-39",31,"Kamal Khan Sabarai","کمال خان صبری","کمال خان صبری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1397-72",32,"Ahmad shah Pacha Khosti","احمدشاه پاچا خوستی","احمدشاه پاچا خوستی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1249-100",33,"Farhad Akbari","فرهاد اکبري","فرهاد اکبري","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1173-78",34,"Dr Akbar Jaan Polad","دوکتور اکبرجان پولاد","دوکتور اکبرجان پولاد","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1197-101",35,"Mir Ahmad Gardizi","مير احمد ګربز","مير احمد ګربز","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1286-80",36,"Amirullah Amirzoi Gardizi","اميرالله امير زوي ګربز","اميرالله امير زوي ګربز","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1150-79",37,"Mansoor Hamdarad","منصور همدرد","منصور همدرد","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1289-93",38,"Hafizullah Sabarai","حفيظ الله صبری","حفيظ الله صبری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1010-22",39,"Ahmad Shah Khostwal","احمدشاه خوستوال","احمدشاه خوستوال","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1082-105",40,"Mohammad Jalil Shah Habibzai","محمد جليل شاه حبيب زی","محمد جليل شاه حبيب زی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1461-95",41,"Shira Ajam Jawhar","شيرا عجم جوهر","شيرا عجم جوهر","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1477-84",42,"Nawidulhaq Arman","نويدالحق ارمان","نويدالحق ارمان","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1225-98",43,"Dr Dawood Khan Neyazai","ډاکټر داودخان نيازی","ډاکټر داودخان نيازی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1005-85",44,"Abdul Wadod Hamza","عبدالودود حمزه","عبدالودود حمزه","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1265-20",45,"Mirwali Jaan Lakanwal","ميرولي جان لکڼوال","ميرولي جان لکڼوال","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1585-97",46,"Mohammad Rasool","محمد رسول","محمد رسول","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1081-94",47,"Abdul Wali Ekhlas Sabarai","عبدالولي اخلاص صبری","عبدالولي اخلاص صبری","NO","M","حزب اسالمی افغانستان","Hezb-e Islami Afghanistan","Islamic Party of Afghanistan","26",NA,NA,NA,NA,NA,NA
"General","G-14","14-1178-75",48,"Keramat Khan Khpelwak","کرامت خان خپلواک","کرامت خان خپلواک","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1193-96",49,"Zinoorin Noori Afghan","زينورين نوری افغان","زينورين نوری افغان","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1437-104",50,"Akhtar Zaman Rayesi","اختر زمان رئيسي","اختر زمان رئيسي","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1609-107",51,"Alhaj Abdul Maroof Trizaye","الحاج عبدالمعروف تريزائی","الحاج عبدالمعروف تريزائی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1489-89",52,"Mawlawi Abdul Qudos Amiri","مولوي عبدالقدوس اميري","مولوي عبدالقدوس اميري","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1313-76",53,"Sayed Karim Khan Khaksar","سيدکريم خان خاکسار","سيدکريم خان خاکسار","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1250-57",54,"Abdul Nasir Haqmal","عبدالنصير حقمل","عبدالنصير حقمل","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-14","14-1186-82",55,"Abdul Wali Wahedzai","عبدالولی واحدزی","عبدالولی واحدزی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1193-1026",1,"Sayed Ibrar Hashemi","سید ابرار هاشمی","سید ابرار هاشمی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1441-1013",2,"Gull Agha Hairan","ګل اغا حیران ","ګل اغا حیران ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1081-1031",3,"Mariam Safi","مریم صافۍ","مریم صافۍ","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1561-1014",4,"Belal Sarwari","بلال  سروری ","بلال  سروری ","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1437-1006",5,"Jawid Sapai","جاوید ساپی","جاوید ساپی","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1305-1020",6,"Nooruddin Safi","نورالدین صافی","نورالدین صافی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1503-1185-1018",7,"Alhaj Sardar Nabi Nabi","الحاج سردارنبی نبی","الحاج سردارنبی نبی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1233-5",8,"Wazhma Sapai","وږمه سابی","وږمه سابی","YES","F","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",298402,NA,NA
"General","G-15","15-1325-1012",9,"Qari Attaullah Safi","قاری عطاءالله صافی","قاری عطاءالله صافی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1297-1010",10,"haji Mohammad Amin","حاجی محمد امین","حاجی محمد امین","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1001-1011",11,"Mujahid Khan Khalil","مجاهد خان خلیل","مجاهد خان خلیل","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1505-1019",12,"Mohammad Ayan Ayan"," محمد عیان عیان"," محمد عیان عیان","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1249-1007",13,"Minaa jalal","مینا جلال","مینا جلال","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1197-1",14,"Haji Abdul Satar Ayoubi","حاجی عبدالستار ایوبی","حاجی عبدالستار ایوبی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1021-1025",15,"Haji Saleh Mohammad Saleh","حاجی صالح محمد صالح","حاجی صالح محمد صالح","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",1446468,NA,NA
"General","G-15","15-1501-1553-1017",16,"Mohammad Khalid Khan Zamani","محمد خالد خان زمانی","محمد خالد خان زمانی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1329-1027",17,"Noor Rahman Gharanai","نورالرحمن غرنی","نورالرحمن غرنی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1593-1023",18,"Wahidullah Talwar","وحید الله تلوار","وحید الله تلوار","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1273-6",19,"Ustad Nematullah Karyab","استاد نعمت الله کریاب","استاد نعمت الله کریاب","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1506-1229-1016",20,"Dr Enayat Rahman Shinwari","ډاکټرعنایت الرحمن شینواری","ډاکټرعنایت الرحمن شینواری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1142-4",21,"Rafiullah Haidari","رفیع الله حیدری","رفیع الله حیدری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1022-1030",22,"Eng Gull Zaher Khan Anwari","انجینیر ګل ظاهر خان انوری","انجینیر ګل ظاهر خان انوری","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1274-1021",23,"Mawlawi Shahzada Shahed","مولوی شهزاده شاهد","مولوی شهزاده شاهد","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",10060214,"Yes","11-52-0086"
"General","G-15","15-1665-1024",24,"Ziaurahman Kashmir Khan","ضیا‌‌ءالرحمن کشمیرخان","ضیا‌‌ءالرحمن کشمیرخان","NO","M","حزب اسالمی افغانستان","Hezb-e Islami Afghanistan","Islamic Party of Afghanistan","26",NA,NA,NA,NA,NA,NA
"General","G-15","15-1265-1029",25,"Mushtaq Ahmad Shaaghele","مشتاق احمد شاغلی","مشتاق احمد شاغلی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1186-1028",26,"Hunaryar Mangalyar","هنر یار ملنګیار","هنر یار ملنګیار","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1141-3",27,"Haji Sakhi Mashwani","حاجی سخی مشواڼی","حاجی سخی مشواڼی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","Yes",1136901,NA,NA
"General","G-15","15-1173-1009",28,"Alhaj Khanzad Gull Gharwal","الحاج خانزادګل غروال","الحاج خانزادګل غروال","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1541-2",29,"Sheja-ul-Mulk Jalala"," شجاع الملک جلاله"," شجاع الملک جلاله","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1306-1008",30,"Haji Abdul Wali Khan Mamond","حاجی عبدالولی خان ماموند","حاجی عبدالولی خان ماموند","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-15","15-1489-1022",31,"Nasrullah Safi","نصر الله صافی","نصر الله صافی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-16","16-1297-19",1,"Ismail Atikan","اسماعیل  اتیکان","اسماعیل  اتیکان","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-16","16-1093-57",2,"Fazel Hadi Moral","فضل هادی  مورال","فضل هادی  مورال","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-16","16-1314-1068",3,"Karima Nooristani","کریمه نورستانی","کریمه نورستانی","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-16","16-1273-8",4,"Gen Shams Rahman Zahed","جنرال  شمس الرحمن  زاهد","جنرال  شمس الرحمن  زاهد","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-16","16-1637-58",5,"Shir Agha Ghairat","شیر اغا غیرت","شیر اغا غیرت","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-16","16-1249-20",6,"Mawlawi Ahmadullah Mowahed","مولوی احمدالله موحد","مولوی احمدالله موحد","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","No","Yes",5795212,NA,NA
"General","G-16","16-1606-1337-36",7,"Dr Qamar Bano Akbari Nooristani","داکتر قمربانو اکبری نورستانی","داکتر قمربانو اکبری نورستانی","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-16","16-1274-38",8,"Col. Mohammad Osman Nooristani","سمونوال محمدعثمان نورستان","سمونوال محمدعثمان نورستان","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-16","16-1173-49",9,"Mohammad Rustam Khawar","محمدرستم خاور","محمدرستم خاور","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-16","16-1593-31",10,"Noorullah Memar","نورالله معمار","نورالله معمار","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,"Yes","Yes","No",8364004,NA,NA
"General","G-16","16-1142-18",11,"Obaidullah Nooristani","عبیدالله  نورستانی","عبیدالله  نورستانی","YES","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-16","16-1545-9",12,"Assadullah Nooristani","اسدالله  نورستانی","اسدالله  نورستانی","NO","M","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-16","16-1250-21",13,"Drs. Zaheda Faizan","ډاکتره ذاهده فیضان","ډاکتره ذاهده فیضان","YES","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
"General","G-16","16-1081-34",14,"Sayed Bibi Mowahed","سید بی بی  مؤحد","سید بی بی  مؤحد","NO","F","مستقل / خپلواک","Mustaqil","Independent",NA,NA,NA,NA,NA,NA,NA
